Country_Code,Year,Total_Docs_OA
SRB,2024,15067
UZB,2024,14232
NPL,2024,14089
HRV,2024,14084
SVK,2024,14003
SVN,2024,13224
BGR,2024,12859
KEN,2024,12590
GHA,2024,12222
MAC,2024,10021
QAT,2024,9806
LBN,2024,9525
CYP,2024,9026
LTU,2024,8110
AZE,2024,8103
UGA,2024,7637
TZA,2024,7508
LKA,2024,7384
OMN,2024,6612
EST,2024,6110
KWT,2024,6000
CMR,2024,5993
BLR,2024,5878
URY,2024,5358
LVA,2024,5341
LUX,2024,5169
TJK,2024,4918
CRI,2024,4829
GEO,2024,4754
PRI,2024,4666
YEM,2024,4650
ARM,2024,4201
KHM,2024,4188
MKD,2024,4016
BIH,2024,4013
VEN,2024,3958
SDN,2024,3797
MNG,2024,3675
CUB,2024,3474
BOL,2024,3347
ZWE,2024,3347
ZMB,2024,3300
ISL,2024,3252
PSE,2024,3144
BHR,2024,3140
PAN,2024,2988
RWA,2024,2957
SSD,2024,2875
PRY,2024,2630
SYR,2024,2563
MOZ,2024,2560
LBY,2024,2505
CIV,2024,2426
SEN,2024,2416
ALB,2024,2405
KGZ,2024,2315
COD,2024,2289
MWI,2024,2272
ATG,2024,2190
BFA,2024,2177
MDA,2024,2102
BRN,2024,2067
MLT,2024,2030
AFG,2024,2029
MMR,2024,2023
BEN,2024,2020
GTM,2024,1981
BWA,2024,1871
MNE,2024,1679
SOM,2024,1487
NIC,2024,1348
DOM,2024,1241
BDI,2024,1220
REU,2024,1103
SLV,2024,1072
MLI,2024,1053
NAM,2024,1043
MDG,2024,1006
HND,2024,992
TGO,2024,940
LAO,2024,891
FJI,2024,859
NER,2024,852
TTO,2024,851
COG,2024,813
JAM,2024,752
AGO,2024,747
MUS,2024,741
KNA,2024,719
GMB,2024,672
SLE,2024,643
GRD,2024,636
GAB,2024,575
PNG,2024,556
STP,2024,544
MDV,2024,541
GLP,2024,524
GUY,2024,497
GIN,2024,484
GUF,2024,459
BRB,2024,433
MTQ,2024,410
NCL,2024,405
PRK,2024,401
BTN,2024,339
MCO,2024,333
TCD,2024,325
TLS,2024,313
PYF,2024,302
LIE,2024,298
SWZ,2024,284
GRL,2024,271
LBR,2024,271
CUW,2024,266
HTI,2024,255
LSO,2024,235
FRO,2024,214
CAF,2024,213
TKM,2024,213
GNB,2024,202
GUM,2024,199
MRT,2024,182
BHS,2024,170
SYC,2024,137
CPV,2024,129
ASM,2024,125
CYM,2024,123
ERI,2024,117
BLZ,2024,112
SXM,2024,112
SUR,2024,105
LCA,2024,102
TON,2024,102
VIR,2024,97
VGB,2024,96
SJM,2024,91
GIB,2024,90
USA,2006,693027
CHN,2006,374686
GBR,2006,183887
JPN,2006,158137
DEU,2006,158125
FRA,2006,151738
CAN,2006,92892
ITA,2006,76967
ESP,2006,66958
AUS,2006,63799
BRA,2006,54900
IND,2006,50326
KOR,2006,49510
NLD,2006,46742
RUS,2006,40793
CHE,2006,37040
POL,2006,35356
TWN,2006,35249
BEL,2006,30329
SWE,2006,28800
TUR,2006,23064
MEX,2006,20650
ISR,2006,19038
AUT,2006,17903
GRC,2006,17384
DNK,2006,16710
FIN,2006,14904
CZE,2006,14587
HKG,2006,14438
PRT,2006,13412
SGP,2006,13197
IRN,2006,13192
NOR,2006,13164
IRL,2006,11436
ARG,2006,11230
ZAF,2006,11057
UKR,2006,10786
NZL,2006,10703
HUN,2006,10024
CHL,2006,7944
COL,2006,7688
EGY,2006,7585
THA,2006,6956
PAK,2006,6724
MYS,2006,5685
ROU,2006,5651
SVK,2006,5037
BGR,2006,4919
SVN,2006,4614
HRV,2006,4522
IDN,2006,4435
NGA,2006,4339
TUN,2006,4334
VEN,2006,3808
SRB,2006,3784
CUB,2006,3229
DZA,2006,2893
MAR,2006,2888
PER,2006,2648
SAU,2006,2616
LTU,2006,2413
BLR,2006,2105
VNM,2006,2104
KEN,2006,2002
EST,2006,1918
BGD,2006,1834
PRI,2006,1820
PHL,2006,1479
LVA,2006,1373
ARE,2006,1355
CRI,2006,1347
LBN,2006,1335
JOR,2006,1322
ETH,2006,1303
LUX,2006,1268
TZA,2006,1202
URY,2006,1202
CYP,2006,1170
UGA,2006,1075
GHA,2006,1035
LKA,2006,1022
KWT,2006,901
ARM,2006,874
CMR,2006,861
IRQ,2006,833
ISL,2006,805
NPL,2006,769
QAT,2006,756
BOL,2006,743
ECU,2006,688
UZB,2006,624
SSD,2006,605
KAZ,2006,603
OMN,2006,599
VGB,2006,576
GEO,2006,562
AZE,2006,534
MKD,2006,531
SEN,2006,527
CIV,2006,512
TJK,2006,505
MMR,2006,497
PAN,2006,497
MNG,2006,456
BEN,2006,453
BIH,2006,432
MOZ,2006,427
ZWE,2006,412
MDA,2006,396
MLI,2006,391
KHM,2006,369
JAM,2006,366
MAC,2006,352
BWA,2006,340
BDI,2006,339
ZMB,2006,335
NER,2006,321
GTM,2006,311
BFA,2006,308
SDN,2006,296
REU,2006,293
MWI,2006,283
BHR,2006,270
GLP,2006,269
SYR,2006,265
PRY,2006,263
MLT,2006,250
GUF,2006,248
DOM,2006,241
MNE,2006,240
NIC,2006,232
PSE,2006,232
YEM,2006,231
TTO,2006,219
SLV,2006,205
MDG,2006,198
FJI,2006,174
LBY,2006,173
MUS,2006,168
ALB,2006,167
COG,2006,167
RWA,2006,162
BRN,2006,159
COD,2006,147
NCL,2006,141
BLZ,2006,139
GMB,2006,122
PNG,2006,122
GAB,2006,120
HND,2006,109
BRB,2006,108
MDV,2006,106
NAM,2006,106
KGZ,2006,101
LAO,2006,99
STP,2006,96
MCO,2006,94
TGO,2006,86
AGO,2006,84
LIE,2006,78
PYF,2006,74
GUM,2006,73
CUW,2006,72
GRL,2006,65
ERI,2006,64
MTQ,2006,63
GRD,2006,61
GIN,2006,61
GNB,2006,58
BMU,2006,47
VIR,2006,46
AFG,2006,45
TCD,2006,44
SOM,2006,43
SLE,2006,40
SYC,2006,39
PRK,2006,36
SWZ,2006,36
LSO,2006,35
BHS,2006,34
CAF,2006,31
FRO,2006,31
LBR,2006,30
MRT,2006,30
BTN,2006,29
TKM,2006,29
CPV,2006,28
GIB,2006,26
HTI,2006,25
KNA,2006,25
JEY,2006,23
IMN,2006,22
VAT,2006,22
ASM,2006,20
VUT,2006,18
SXM,2006,17
GUY,2006,16
FLK,2006,15
PLW,2006,15
USA,2017,1024343
CHN,2017,529260
GBR,2017,302132
DEU,2017,262226
FRA,2017,260613
IND,2017,221129
BRA,2017,201667
JPN,2017,183828
CAN,2017,150011
ITA,2017,145580
ESP,2017,143313
AUS,2017,136043
IDN,2017,130958
RUS,2017,118175
KOR,2017,102461
POL,2017,93657
NLD,2017,83730
IRN,2017,82103
TUR,2017,70491
CHE,2017,67047
BEL,2017,54751
SWE,2017,53285
MEX,2017,47724
DNK,2017,46607
TWN,2017,43070
PRT,2017,40608
MYS,2017,39871
AUT,2017,35224
ZAF,2017,32949
CZE,2017,32883
EGY,2017,32293
NOR,2017,31873
ISR,2017,29283
COL,2017,28914
GRC,2017,28898
FIN,2017,28133
ARG,2017,27371
SGP,2017,27087
SAU,2017,26519
UKR,2017,26475
PAK,2017,24581
HKG,2017,24537
NZL,2017,22595
CHL,2017,22468
IRL,2017,21943
ROU,2017,21616
NGA,2017,21290
THA,2017,20813
HUN,2017,17322
TUN,2017,14583
SRB,2017,12165
DZA,2017,11981
SVK,2017,11795
BGD,2017,11697
HRV,2017,11505
ECU,2017,10435
MAR,2017,10009
VNM,2017,9941
SVN,2017,9349
IRQ,2017,9216
PER,2017,9114
BGR,2017,8477
CUB,2017,7437
ARE,2017,7363
KEN,2017,6942
ETH,2017,6877
PHL,2017,6606
LTU,2017,5693
QAT,2017,5296
LUX,2017,4890
JOR,2017,4766
NPL,2017,4664
CYP,2017,4536
GHA,2017,4517
BLR,2017,4432
KAZ,2017,4402
CRI,2017,4328
EST,2017,4318
LBN,2017,4292
LVA,2017,4079
LKA,2017,4061
VEN,2017,3884
URY,2017,3515
PRI,2017,3275
CMR,2017,3022
BIH,2017,2832
UGA,2017,2822
MAC,2017,2724
TZA,2017,2668
MKD,2017,2552
OMN,2017,2468
KWT,2017,2321
ISL,2017,2217
AZE,2017,2183
BOL,2017,2125
CIV,2017,1991
SDN,2017,1948
ARM,2017,1703
GEO,2017,1573
TJK,2017,1564
BEN,2017,1532
ZWE,2017,1525
SEN,2017,1513
PRY,2017,1464
MNG,2017,1410
PAN,2017,1389
UZB,2017,1362
MLT,2017,1331
MDA,2017,1292
PSE,2017,1280
MOZ,2017,1208
ALB,2017,1150
MMR,2017,1131
GTM,2017,1129
ZMB,2017,1117
SSD,2017,1095
BFA,2017,1059
BWA,2017,1023
KHM,2017,1012
NIC,2017,1011
YEM,2017,1005
MWI,2017,998
SLV,2017,928
MLI,2017,883
LBY,2017,873
COD,2017,871
BHR,2017,798
REU,2017,796
MNE,2017,784
BDI,2017,764
NER,2017,670
BRN,2017,667
VGB,2017,658
RWA,2017,653
SYR,2017,630
TTO,2017,612
JAM,2017,591
DOM,2017,568
MUS,2017,562
FJI,2017,545
MDG,2017,525
NAM,2017,507
KGZ,2017,495
GLP,2017,435
TGO,2017,433
COG,2017,426
AGO,2017,406
HND,2017,400
GRD,2017,394
TCD,2017,370
LAO,2017,331
NCL,2017,305
GUF,2017,296
GAB,2017,293
PNG,2017,275
SOM,2017,266
LIE,2017,262
MTQ,2017,257
AFG,2017,252
MCO,2017,245
GMB,2017,242
STP,2017,229
SLE,2017,217
KNA,2017,207
PYF,2017,203
ATG,2017,189
BRB,2017,189
GRL,2017,179
GUM,2017,167
GIN,2017,157
CUW,2017,156
MDV,2017,155
GUY,2017,146
GNB,2017,144
BTN,2017,139
FRO,2017,137
SWZ,2017,133
PRK,2017,129
TKM,2017,126
BHS,2017,124
HTI,2017,119
LBR,2017,103
ERI,2017,89
SMR,2017,89
SUR,2017,88
CPV,2017,87
MRT,2017,83
VIR,2017,78
CAF,2017,77
GIB,2017,70
LSO,2017,69
TLS,2017,67
SYC,2017,66
CYM,2017,64
BMU,2017,63
ASM,2017,60
BLZ,2017,57
WSM,2017,56
TON,2017,55
USA,2019,1188627
CHN,2019,704102
GBR,2019,332641
DEU,2019,292471
FRA,2019,278136
IND,2019,247080
IDN,2019,233684
BRA,2019,224272
JPN,2019,192593
RUS,2019,173188
CAN,2019,168023
ITA,2019,166501
ESP,2019,157793
AUS,2019,150074
KOR,2019,108436
NLD,2019,99403
TUR,2019,94840
IRN,2019,94209
POL,2019,88673
CHE,2019,77664
BEL,2019,59908
SWE,2019,58875
MEX,2019,54870
DNK,2019,50803
PRT,2019,48018
UKR,2019,46875
TWN,2019,45816
MYS,2019,45814
EGY,2019,43179
AUT,2019,39724
CZE,2019,37503
ZAF,2019,36669
NOR,2019,36427
PAK,2019,35734
SAU,2019,35239
GRC,2019,32994
ISR,2019,32757
FIN,2019,32076
NGA,2019,31097
COL,2019,30448
SGP,2019,30374
ARG,2019,30131
HKG,2019,29399
CHL,2019,26583
ROU,2019,25395
IRL,2019,25299
NZL,2019,23703
THA,2019,23308
HUN,2019,21908
VNM,2019,17414
IRQ,2019,16931
TUN,2019,16406
BGD,2019,16233
SRB,2019,13954
SVK,2019,13687
DZA,2019,13155
PER,2019,12913
ECU,2019,12508
HRV,2019,12395
MAR,2019,12254
ETH,2019,11615
ARE,2019,10890
BGR,2019,10626
SVN,2019,10524
KEN,2019,9896
PHL,2019,9053
CUB,2019,8275
GHA,2019,7729
KAZ,2019,7307
JOR,2019,7084
NPL,2019,6847
LTU,2019,6669
QAT,2019,6410
BLR,2019,5714
EST,2019,5574
CYP,2019,5435
LKA,2019,5413
LBN,2019,5407
LVA,2019,5293
CRI,2019,5152
LUX,2019,4702
URY,2019,4130
PRI,2019,4062
CMR,2019,3913
UGA,2019,3903
TZA,2019,3553
MAC,2019,3536
VEN,2019,3469
BIH,2019,3274
UZB,2019,3130
KWT,2019,2977
OMN,2019,2948
AZE,2019,2944
TJK,2019,2781
MKD,2019,2629
BOL,2019,2603
ISL,2019,2558
SDN,2019,2466
CIV,2019,2364
ARM,2019,2033
BEN,2019,1991
PRY,2019,1989
SEN,2019,1884
GEO,2019,1870
MNG,2019,1827
ZWE,2019,1809
MDA,2019,1803
MOZ,2019,1742
YEM,2019,1703
MMR,2019,1596
PAN,2019,1593
PSE,2019,1592
KHM,2019,1545
SSD,2019,1507
MLT,2019,1483
ZMB,2019,1470
BFA,2019,1360
BHR,2019,1244
MWI,2019,1219
ALB,2019,1210
NIC,2019,1198
BWA,2019,1195
MLI,2019,1192
GTM,2019,1191
LBY,2019,1182
COD,2019,1145
SYR,2019,1065
RWA,2019,1013
MNE,2019,1007
BDI,2019,986
KGZ,2019,938
DOM,2019,888
REU,2019,809
BRN,2019,792
VGB,2019,746
MDG,2019,724
HND,2019,720
NER,2019,719
SLV,2019,691
COG,2019,680
FJI,2019,676
TTO,2019,674
NAM,2019,671
AFG,2019,659
JAM,2019,624
TGO,2019,579
MUS,2019,575
ATG,2019,527
GLP,2019,517
AGO,2019,480
LAO,2019,443
SOM,2019,398
PYF,2019,396
GRD,2019,379
GAB,2019,369
GUF,2019,363
PNG,2019,336
MCO,2019,318
GMB,2019,311
GIN,2019,306
MTQ,2019,306
NCL,2019,302
KNA,2019,300
BRB,2019,290
SLE,2019,259
STP,2019,250
SWZ,2019,242
LIE,2019,225
MDV,2019,221
BTN,2019,202
GNB,2019,199
GUM,2019,193
GUY,2019,192
TKM,2019,179
PRK,2019,175
GRL,2019,170
HTI,2019,167
CUW,2019,145
FRO,2019,136
BHS,2019,131
TCD,2019,128
LBR,2019,123
MRT,2019,119
CYM,2019,116
LSO,2019,109
ERI,2019,104
SUR,2019,102
CAF,2019,98
CPV,2019,96
TLS,2019,87
VIR,2019,84
GIB,2019,78
BMU,2019,76
SMR,2019,75
BLZ,2019,70
SYC,2019,70
WSM,2019,65
VAT,2019,64
TON,2019,59
USA,2020,1427504
CHN,2020,812828
GBR,2020,378494
IND,2020,310906
DEU,2020,306950
IDN,2020,278141
FRA,2020,269661
BRA,2020,256044
CAN,2020,204917
JPN,2020,203271
RUS,2020,198360
ITA,2020,193458
ESP,2020,178205
AUS,2020,164572
KOR,2020,123637
TUR,2020,110774
IRN,2020,106749
NLD,2020,105238
POL,2020,90544
CHE,2020,84658
SWE,2020,64949
BEL,2020,62683
MEX,2020,59566
UKR,2020,54830
PRT,2020,53044
MYS,2020,52588
EGY,2020,52346
DNK,2020,51454
TWN,2020,50983
SAU,2020,49075
PAK,2020,47307
AUT,2020,46082
ZAF,2020,41949
NOR,2020,41574
CZE,2020,40515
NGA,2020,40047
GRC,2020,38608
COL,2020,38583
ISR,2020,38460
ARG,2020,35419
SGP,2020,35237
HKG,2020,34356
FIN,2020,34310
IRL,2020,30647
CHL,2020,30145
ROU,2020,27002
NZL,2020,26216
THA,2020,25623
VNM,2020,23928
HUN,2020,23372
BGD,2020,21380
IRQ,2020,20833
TUN,2020,18855
MAR,2020,16121
PER,2020,15526
DZA,2020,15365
ECU,2020,15330
ETH,2020,14998
SVK,2020,14442
ARE,2020,14089
SRB,2020,13978
HRV,2020,13311
SVN,2020,12048
KEN,2020,11691
BGR,2020,11430
PHL,2020,10828
NPL,2020,9518
CUB,2020,9399
KAZ,2020,9278
CRI,2020,9076
GHA,2020,9071
JOR,2020,8627
QAT,2020,8341
LTU,2020,7559
UZB,2020,7064
CYP,2020,6795
LBN,2020,6608
LKA,2020,6562
BLR,2020,5863
EST,2020,5851
CMR,2020,5243
LVA,2020,5085
UGA,2020,5017
URY,2020,4989
PRI,2020,4891
LUX,2020,4690
TZA,2020,4619
MAC,2020,4565
VEN,2020,4332
BOL,2020,4080
OMN,2020,3807
KWT,2020,3651
GEO,2020,3622
BIH,2020,3615
AZE,2020,3488
MKD,2020,3248
TJK,2020,3245
SDN,2020,3018
ISL,2020,2814
CIV,2020,2746
SSD,2020,2618
SEN,2020,2580
ZWE,2020,2398
YEM,2020,2393
MNG,2020,2302
PRY,2020,2251
ARM,2020,2201
MOZ,2020,2178
BEN,2020,2169
KHM,2020,2094
ZMB,2020,2079
MDA,2020,2031
PAN,2020,1994
PSE,2020,1976
MMR,2020,1965
MWI,2020,1817
MNE,2020,1800
MLT,2020,1747
BFA,2020,1649
BHR,2020,1638
LBY,2020,1623
GTM,2020,1607
COD,2020,1561
ALB,2020,1532
RWA,2020,1508
BWA,2020,1368
SYR,2020,1349
NIC,2020,1242
DOM,2020,1226
KGZ,2020,1220
BDI,2020,1202
MLI,2020,1166
BRN,2020,1100
AFG,2020,983
TTO,2020,933
HND,2020,853
ATG,2020,834
MDG,2020,828
SLV,2020,821
NAM,2020,816
REU,2020,810
COG,2020,799
FJI,2020,742
TGO,2020,728
AGO,2020,715
NER,2020,711
JAM,2020,692
MUS,2020,639
VGB,2020,620
SOM,2020,601
LAO,2020,589
GMB,2020,525
GLP,2020,488
GRD,2020,475
KNA,2020,423
GAB,2020,422
GUF,2020,404
PNG,2020,386
MDV,2020,379
MCO,2020,368
SLE,2020,358
NCL,2020,349
STP,2020,349
GIN,2020,342
MTQ,2020,333
PYF,2020,304
SWZ,2020,304
BTN,2020,289
BRB,2020,287
LIE,2020,236
GRL,2020,231
HTI,2020,209
GUM,2020,206
PRK,2020,203
CUW,2020,175
BHS,2020,174
GNB,2020,168
CYM,2020,154
GUY,2020,153
TKM,2020,152
ERI,2020,151
FRO,2020,151
TCD,2020,147
LSO,2020,141
LBR,2020,129
CPV,2020,125
MRT,2020,123
SYC,2020,121
TLS,2020,116
CAF,2020,115
GIB,2020,113
SUR,2020,112
VIR,2020,110
BLZ,2020,103
WSM,2020,98
ABW,2020,91
TON,2020,86
ASM,2020,81
BMU,2020,79
USA,2022,1740804
CHN,2022,1071180
IND,2022,380143
IDN,2022,360710
GBR,2022,351116
DEU,2022,308688
FRA,2022,267693
BRA,2022,218438
JPN,2022,195462
ITA,2022,195198
RUS,2022,191414
ESP,2022,182024
CAN,2022,180664
AUS,2022,159320
TUR,2022,137386
KOR,2022,123156
NLD,2022,103313
IRN,2022,92431
CHE,2022,86075
POL,2022,85524
SAU,2022,68659
EGY,2022,65151
SWE,2022,64545
PAK,2022,63608
MYS,2022,62061
MEX,2022,60762
BEL,2022,58985
PRT,2022,55683
TWN,2022,55673
DNK,2022,51669
UKR,2022,49511
AUT,2022,46955
ZAF,2022,45829
NGA,2022,42791
NOR,2022,42575
HKG,2022,40104
CZE,2022,39554
GRC,2022,36763
ISR,2022,35724
FIN,2022,35207
SGP,2022,33944
COL,2022,32679
IRQ,2022,32611
THA,2022,31267
ARG,2022,30115
ROU,2022,29586
IRL,2022,29268
CHL,2022,28935
HUN,2022,26912
BGD,2022,26839
NZL,2022,25041
VNM,2022,24728
ARE,2022,19178
PER,2022,18745
MAR,2022,18512
ETH,2022,17908
ECU,2022,16318
TUN,2022,16114
PHL,2022,15201
SRB,2022,14918
UZB,2022,14572
DZA,2022,14478
HRV,2022,14018
SVK,2022,13431
KAZ,2022,12437
SVN,2022,12156
BGR,2022,12008
KEN,2022,11827
JOR,2022,11738
GHA,2022,11100
NPL,2022,10299
QAT,2022,8826
CYP,2022,8460
LTU,2022,7966
LKA,2022,7847
MAC,2022,7290
LBN,2022,6652
BLR,2022,6460
EST,2022,6031
TZA,2022,5893
CMR,2022,5787
UGA,2022,5751
LVA,2022,5468
CUB,2022,4920
CRI,2022,4882
OMN,2022,4759
LUX,2022,4661
URY,2022,4650
AZE,2022,4263
KWT,2022,4216
PRI,2022,4152
VEN,2022,3969
SDN,2022,3960
BIH,2022,3907
TJK,2022,3809
MKD,2022,3405
YEM,2022,3358
ISL,2022,3162
MNG,2022,3100
ARM,2022,3064
GEO,2022,3047
MDA,2022,3047
KHM,2022,2981
CIV,2022,2942
ZWE,2022,2933
MOZ,2022,2760
BOL,2022,2753
SSD,2022,2703
PSE,2022,2657
ZMB,2022,2609
SEN,2022,2556
BEN,2022,2482
BHR,2022,2399
COD,2022,2391
PRY,2022,2237
PAN,2022,2085
SYR,2022,2039
MLT,2022,2007
KGZ,2022,1987
ALB,2022,1943
LBY,2022,1934
RWA,2022,1922
BFA,2022,1896
MWI,2022,1795
GTM,2022,1788
MMR,2022,1656
BRN,2022,1628
ATG,2022,1502
BWA,2022,1437
MLI,2022,1338
AFG,2022,1276
BDI,2022,1264
MNE,2022,1239
SOM,2022,1218
NIC,2022,1129
SLV,2022,1090
DOM,2022,1085
REU,2022,1000
MDG,2022,954
TGO,2022,925
NAM,2022,902
COG,2022,901
FJI,2022,878
TTO,2022,860
HND,2022,854
AGO,2022,806
MUS,2022,767
NER,2022,759
JAM,2022,700
LAO,2022,668
VGB,2022,630
GLP,2022,549
GRD,2022,546
GMB,2022,537
SLE,2022,524
KNA,2022,520
GAB,2022,508
PNG,2022,461
STP,2022,451
BTN,2022,433
NCL,2022,403
BRB,2022,397
GUF,2022,394
MDV,2022,382
GIN,2022,371
MCO,2022,353
MTQ,2022,345
TKM,2022,328
LIE,2022,313
SWZ,2022,296
PYF,2022,294
PRK,2022,292
TCD,2022,259
CUW,2022,245
GUY,2022,241
HTI,2022,237
GRL,2022,234
LSO,2022,219
GNB,2022,209
LBR,2022,205
GUM,2022,200
FRO,2022,196
TLS,2022,179
CPV,2022,178
BHS,2022,164
CAF,2022,162
CYM,2022,162
MRT,2022,152
VIR,2022,130
ERI,2022,118
WSM,2022,116
SYC,2022,114
SXM,2022,114
SUR,2022,111
PLW,2022,99
BLZ,2022,97
ASM,2022,90
BMU,2022,90
TON,2022,86
